book	chapter	verse	wlc	lxx	vulg	clem	tr	kjv
2Cor	1	1			Paulus apostolus Iesu Christi per voluntatem Dei et Timotheus frater ecclesiae Dei quae est Corinthi cum sanctis omnibus qui sunt in universa Achaia	Paulus, Apostolus Jesu Christi per voluntatem Dei, et Timotheus frater, ecclesi Dei, qu est Corinthi cum omnibus sanctis, qui sunt in universa Achaia.	παυλος αποστολος ιησου χριστου δια θεληματος θεου και τιμοθεος ο αδελφος τη εκκλησια του θεου τη ουση εν κορινθω συν τοις αγιοις πασιν τοις ουσιν εν ολη τη αχαια 	Paul, an apostle of Jesus Christ by the will of God, and Timothy our brother, unto the church of God which is at Corinth, with all the saints which are in all Achaia:
2Cor	1	2			gratia vobis et pax a Deo Patre nostro et Domino Iesu Christo	Gratia vobis, et pax a Deo Patre nostro, et Domino Jesu Christo.	χαρις υμιν και ειρηνη απο θεου πατρος ημων και κυριου ιησου χριστου 	Grace be to you and peace from God our Father, and from the Lord Jesus Christ.
2Cor	1	3			benedictus Deus et Pater Domini nostri Iesu Christi Pater misericordiarum et Deus totius consolationis	Benedictus Deus et Pater Domini nostri Jesu Christi, Pater misericordiarum, et Deus totius consolationis,	ευλογητος ο θεος και πατηρ του κυριου ημων ιησου χριστου ο πατηρ των οικτιρμων και θεος πασης παρακλησεως 	Blessed be God, even the Father of our Lord Jesus Christ, the Father of mercies, and the God of all comfort;
2Cor	1	4			qui consolatur nos in omni tribulatione nostra ut possimus et ipsi consolari eos qui in omni pressura sunt per exhortationem qua exhortamur et ipsi a Deo	qui consolatur nos in omni tribulatione nostra: ut possimus et ipsi consolari eos qui in omni pressura sunt, per exhortationem, qua exhortamur et ipsi a Deo.	ο παρακαλων ημας επι παση τη θλιψει ημων εις το δυνασθαι ημας παρακαλειν τους εν παση θλιψει δια της παρακλησεως ης παρακαλουμεθα αυτοι υπο του θεου 	Who comforteth us in all our tribulation, that we may be able to comfort them which are in any trouble, by the comfort wherewith we ourselves are comforted of God.
2Cor	1	5			quoniam sicut abundant passiones Christi in nobis ita et per Christum abundat consolatio nostra	Quoniam sicut abundant passiones Christi in nobis: ita et per Christum abundat consolatio nostra.	οτι καθως περισσευει τα παθηματα του χριστου εις ημας ουτως δια χριστου περισσευει και η παρακλησις ημων 	For as the sufferings of Christ abound in us, so our consolation also aboundeth by Christ.
2Cor	1	6			sive autem tribulamur pro vestra exhortatione et salute sive exhortamur pro vestra exhortatione quae operatur in tolerantia earundem passionum quas et nos patimur	Sive autem tribulamur pro vestra exhortatione et salute, sive consolamur pro vestra consolatione, sive exhortamur pro vestra exhortatione et salute, qu operatur tolerantiam earumdem passionum, quas et nos patimur:	ειτε δε θλιβομεθα υπερ της υμων παρακλησεως και σωτηριας της ενεργουμενης εν υπομονη των αυτων παθηματων ων και ημεις πασχομεν ειτε παρακαλουμεθα υπερ της υμων παρακλησεως και σωτηριας και η ελπις ημων βεβαια υπερ υμων 	And whether we be afflicted, it is for your consolation and salvation, which is effectual in the enduring of the same sufferings which we also suffer: or whether we be comforted, it is for your consolation and salvation.
2Cor	1	7			et spes nostra firma pro vobis scientes quoniam sicut socii passionum estis sic eritis et consolationis	ut spes nostra firma sit pro vobis: scientes quod sicut socii passionum estis, sic eritis et consolationis.	ειδοτες οτι ωσπερ κοινωνοι εστε των παθηματων ουτως και της παρακλησεως 	And our hope of you is stedfast, knowing, that as ye are partakers of the sufferings, so shall ye be also of the consolation.
2Cor	1	8			non enim volumus ignorare vos fratres de tribulatione nostra quae facta est in Asia quoniam supra modum gravati sumus supra virtutem ita ut taederet nos etiam vivere	Non enim volumus ignorare vos, fratres, de tribulatione nostra, qu facta est in Asia, quoniam supra modum gravati sumus supra virtutem, ita ut tderet nos etiam vivere.	ου γαρ θελομεν υμας αγνοειν αδελφοι υπερ της θλιψεως ημων της γενομενης ημιν εν τη ασια οτι καθ υπερβολην εβαρηθημεν υπερ δυναμιν ωστε εξαπορηθηναι ημας και του ζην 	For we would not, brethren, have you ignorant of our trouble which came to us in Asia, that we were pressed out of measure, above strength, insomuch that we despaired even of life:
2Cor	1	9			sed ipsi in nobis ipsis responsum mortis habuimus ut non simus fidentes in nobis sed in Deo qui suscitat mortuos	Sed ipsi in nobismetipsis responsum mortis habuimus, ut non simus fidentes in mortuos, sed in Deo, qui suscitat mortuos:	αλλα αυτοι εν εαυτοις το αποκριμα του θανατου εσχηκαμεν ινα μη πεποιθοτες ωμεν εφ εαυτοις αλλ επι τω θεω τω εγειροντι τους νεκρους 	But we had the sentence of death in ourselves, that we should not trust in ourselves, but in God which raiseth the dead:
2Cor	1	10			qui de tantis periculis eripuit nos et eruet in quem speramus quoniam et adhuc eripiet	qui de tantis periculis nos eripuit, et eruit: in quem speramus quoniam et adhuc eripiet,	ος εκ τηλικουτου θανατου ερρυσατο ημας και ρυεται εις ον ηλπικαμεν οτι και ετι ρυσεται 	Who delivered us from so great a death, and doth deliver: in whom we trust that he will yet deliver us;
2Cor	1	11			adiuvantibus et vobis in oratione pro nobis ut ex multis personis eius quae in nobis est donationis per multos gratiae agantur pro nobis	adjuvantibus et vobis in oratione pro nobis: ut ex multorum personis, ejus qu in nobis est donationis, per multos grati agantur pro nobis.	συνυπουργουντων και υμων υπερ ημων τη δεησει ινα εκ πολλων προσωπων το εις ημας χαρισμα δια πολλων ευχαριστηθη υπερ ημων 	Ye also helping together by prayer for us, that for the gift bestowed upon us by the means of many persons thanks may be given by many on our behalf.
2Cor	1	12			nam gloria nostra haec est testimonium conscientiae nostrae quod in simplicitate et sinceritate Dei et non in sapientia carnali sed in gratia Dei conversati sumus in mundo abundantius autem ad vos	Nam gloria nostra hc est: testimonium conscienti nostr, quod in simplicitate cordis et sinceritate Dei, et non in sapientia carnali, sed in gratia Dei, conversati sumus in hoc mundo: abundantius autem ad vos.	η γαρ καυχησις ημων αυτη εστιν το μαρτυριον της συνειδησεως ημων οτι εν απλοτητι και ειλικρινεια θεου ουκ εν σοφια σαρκικη αλλ εν χαριτι θεου ανεστραφημεν εν τω κοσμω περισσοτερως δε προς υμας 	For our rejoicing is this, the testimony of our conscience, that in simplicity and godly sincerity, not with fleshly wisdom, but by the grace of God, we have had our conversation in the world, and more abundantly to you-ward.
2Cor	1	13			non enim alia scribimus vobis quam quae legistis et cognoscitis spero autem quod usque in finem cognoscetis	Non enim alia scribimus vobis, quam qu legistis, et cognovistis. Spero autem quod usque in finem cognoscetis,	ου γαρ αλλα γραφομεν υμιν αλλ η α αναγινωσκετε η και επιγινωσκετε ελπιζω δε οτι και εως τελους επιγνωσεσθε 	For we write none other things unto you, that what ye read or acknowledge; and I trust ye shall acknowledge even to the end;
2Cor	1	14			sicut et cognovistis nos ex parte quia gloria vestra sumus sicut et vos nostra in die Domini nostri Iesu Christi	sicut et cognovistis nos ex parte, quod gloria vestra sumus, sicut et vos nostra, in die Domini nostri Jesu Christi.	καθως και επεγνωτε ημας απο μερους οτι καυχημα υμων εσμεν καθαπερ και υμεις ημων εν τη ημερα του κυριου ιησου 	As also ye have acknowledged us in part, that we are your rejoicing, even as ye also are our's in the day of the Lord Jesus.
2Cor	1	15			et hac confidentia volui prius venire ad vos ut secundam gratiam haberetis	Et hac confidentia volui prius venire ad vos, ut secundum gratiam haberetis:	και ταυτη τη πεποιθησει εβουλομην προς υμας ελθειν προτερον ινα δευτεραν χαριν εχητε 	And in this confidence I was minded to come unto you before, that ye might have a second benefit;
2Cor	1	16			et per vos transire in Macedoniam et iterum a Macedonia venire ad vos et a vobis deduci in Iudaeam	et per vos transire in Macedoniam, et iterum a Macedonia venire ad vos, et a vobis deduci in Judam.	και δι υμων διελθειν εις μακεδονιαν και παλιν απο μακεδονιας ελθειν προς υμας και υφ υμων προπεμφθηναι εις την ιουδαιαν 	And to pass by you into Macedonia, and to come again out of Macedonia unto you, and of you to be brought on my way toward Judaea.
2Cor	1	17			cum hoc ergo voluissem numquid levitate usus sum aut quae cogito secundum carnem cogito ut sit apud me est et non	Cum ergo hoc voluissem, numquid levitate usus sum? aut qu cogito, secundum carnem cogito, ut sit apud me Est et Non?	τουτο ουν βουλευομενος μη τι αρα τη ελαφρια εχρησαμην η α βουλευομαι κατα σαρκα βουλευομαι ινα η παρ εμοι το ναι ναι και το ου ου 	When I therefore was thus minded, did I use lightness? or the things that I purpose, do I purpose according to the flesh, that with me there should be yea yea, and nay nay?
2Cor	1	18			fidelis autem Deus quia sermo noster qui fit apud vos non est in illo est et non	Fidelis autem Deus, quia sermo noster, qui fuit apud vos, non est in illo Est et Non.	πιστος δε ο θεος οτι ο λογος ημων ο προς υμας ουκ εγενετο ναι και ου 	But as God is true, our word toward you was not yea and nay.
2Cor	1	19			Dei enim Filius Iesus Christus qui in vobis per nos praedicatus est per me et Silvanum et Timotheum non fuit est et non sed est in illo fuit	Dei enim Filius Jesus Christus, qui in vobis per nos prdicatus est, per me, et Silvanum, et Timotheum, non fuit Est et Non, sed Est in illo fuit.	ο γαρ του θεου υιος ιησους χριστος ο εν υμιν δι ημων κηρυχθεις δι εμου και σιλουανου και τιμοθεου ουκ εγενετο ναι και ου αλλα ναι εν αυτω γεγονεν 	For the Son of God, Jesus Christ, who was preached among you by us, even by me and Silvanus and Timotheus, was not yea and nay, but in him was yea.
2Cor	1	20			quotquot enim promissiones Dei sunt in illo est ideo et per ipsum amen Deo ad gloriam nostram	Quotquot enim promissiones Dei sunt, in illo Est: ideo et per ipsum Amen Deo ad gloriam nostram.	οσαι γαρ επαγγελιαι θεου εν αυτω το ναι και εν αυτω το αμην τω θεω προς δοξαν δι ημων 	For all the promises of God in him are yea, and in him Amen, unto the glory of God by us.
