book	chapter	verse	wlc	lxx	vulg	clem	tr	kjv
1Tim	1	1			Paulus apostolus Christi Iesu secundum imperium Dei salvatoris nostri et Christi Iesu spei nostrae	Paulus Apostolus Jesu Christi secundum imperium Dei Salvatoris nostri, et Christi Jesu spei nostr,	παυλος αποστολος ιησου χριστου κατ επιταγην θεου σωτηρος ημων και κυριου ιησου χριστου της ελπιδος ημων 	Paul, an apostle of Jesus Christ by the commandment of God our Saviour, and Lord Jesus Christ, which is our hope;
1Tim	1	2			Timotheo dilecto filio in fide gratia misericordia pax a Deo Patre et Christo Iesu Domino nostro	Timotheo dilecto filio in fide. Gratia, misericordia, et pax a Deo Patre, et Christo Jesu Domino nostro.	τιμοθεω γνησιω τεκνω εν πιστει χαρις ελεος ειρηνη απο θεου πατρος ημων και χριστου ιησου  ιησου χριστου  του κυριου ημων 	Unto Timothy, my own son in the faith: Grace, mercy, and peace, from God our Father and Jesus Christ our Lord.
1Tim	1	3			sicut rogavi te ut remaneres Ephesi cum irem in Macedoniam ut denuntiares quibusdam ne aliter docerent	Sicut rogavi te ut remaneres Ephesi cum irem in Macedoniam, ut denuntiares quibusdam ne aliter docerent,	καθως παρεκαλεσα σε προσμειναι εν εφεσω πορευομενος εις μακεδονιαν ινα παραγγειλης τισιν μη ετεροδιδασκαλειν 	As I besought thee to abide still at Ephesus, when I went into Macedonia, that thou mightest charge some that they teach no other doctrine,
1Tim	1	4			neque intenderent fabulis et genealogiis interminatis quae quaestiones praestant magis quam aedificationem Dei quae est in fide	neque intenderent fabulis, et genealogiis interminatis: qu qustiones prstant magis quam dificationem Dei, qu est in fide.	μηδε προσεχειν μυθοις και γενεαλογιαις απεραντοις αιτινες ζητησεις παρεχουσιν μαλλον η οικονομιαν  οικοδομιαν  θεου την εν πιστει 	Neither give heed to fables and endless genealogies, which minister questions, rather than godly edifying which is in faith: so do.
1Tim	1	5			finis autem praecepti est caritas de corde puro et conscientia bona et fide non ficta	Finis autem prcepti est caritas de corde puro, et conscientia bona, et fide non ficta.	το δε τελος της παραγγελιας εστιν αγαπη εκ καθαρας καρδιας και συνειδησεως αγαθης και πιστεως ανυποκριτου 	Now the end of the commandment is charity out of a pure heart, and of a good conscience, and of faith unfeigned:
1Tim	1	6			a quibus quidam aberrantes conversi sunt in vaniloquium	A quibus quidam aberrantes, conversi sunt in vaniloquium,	ων τινες αστοχησαντες εξετραπησαν εις ματαιολογιαν 	From which some having swerved have turned aside unto vain jangling;
1Tim	1	7			volentes esse legis doctores non intellegentes neque quae loquuntur neque de quibus adfirmant	volentes esse legis doctores, non intelligentes neque qu loquuntur, neque de quibus affirmant.	θελοντες ειναι νομοδιδασκαλοι μη νοουντες μητε α λεγουσιν μητε περι τινων διαβεβαιουνται 	Desiring to be teachers of the law; understanding neither what they say, nor whereof they affirm.
1Tim	1	8			scimus autem quia bona est lex si quis ea legitime utatur	Scimus autem quia bona est lex si quis ex legitime utatur:	οιδαμεν δε οτι καλος ο νομος εαν τις αυτω νομιμως χρηται 	But we know that the law is good, if a man use it lawfully;
1Tim	1	9			sciens hoc quia iusto lex non est posita sed iniustis et non subditis impiis et peccatoribus sceleratis et contaminatis patricidis et matricidis homicidis	sciens hoc quia lex justo non est posita, sed injustis, et non subditis, impiis, et peccatoribus, sceleratis, et contaminatis, parricidis, et matricidis, homicidis,	ειδως τουτο οτι δικαιω νομος ου κειται ανομοις δε και ανυποτακτοις ασεβεσιν και αμαρτωλοις ανοσιοις και βεβηλοις πατραλωαις και μητραλωαις ανδροφονοις 	Knowing this, that the law is not made for a righteous man, but for the lawless and disobedient, for the ungodly and for sinners, for unholy and profane, for murderers of fathers and murderers of mothers, for manslayers,
1Tim	1	10			fornicariis masculorum concubitoribus plagiariis mendacibus periuris et si quid aliud sanae doctrinae adversatur	fornicariis, masculorum concubitoribus, plagiariis, mendacibus, et perjuris, et si quid aliud san doctrin adversatur,	πορνοις αρσενοκοιταις ανδραποδισταις ψευσταις επιορκοις και ει τι ετερον τη υγιαινουση διδασκαλια αντικειται 	For whoremongers, for them that defile themselves with mankind, for menstealers, for liars, for perjured persons, and if there be any other thing that is contrary to sound doctrine;
1Tim	1	11			quae est secundum evangelium gloriae beati Dei quod creditum est mihi	qu est secundum Evangelium glori beati Dei, quod creditum est mihi.	κατα το ευαγγελιον της δοξης του μακαριου θεου ο επιστευθην εγω 	According to the glorious gospel of the blessed God, which was committed to my trust.
1Tim	1	12			gratias ago ei qui me confortavit Christo Iesu Domino nostro quia fidelem me existimavit ponens in ministerio	Gratias ago ei, qui me confortavit, Christo Jesu Domino nostro, quia fidelem me existimavit, ponens in ministerio:	και χαριν εχω τω ενδυναμωσαντι με χριστω ιησου τω κυριω ημων οτι πιστον με ηγησατο θεμενος εις διακονιαν 	And I thank Christ Jesus our Lord, who hath enabled me, for that he counted me faithful, putting me into the ministry;
1Tim	1	13			qui prius fui blasphemus et persecutor et contumeliosus sed misericordiam consecutus sum quia ignorans feci in incredulitate	qui prius blasphemus fui, et persecutor, et contumeliosus: sed misericordiam Dei consecutus sum, quia ignorans feci in incredulitate.	τον προτερον οντα βλασφημον και διωκτην και υβριστην αλλ ηλεηθην οτι αγνοων εποιησα εν απιστια 	Who was before a blasphemer, and a persecutor, and injurious: but I obtained mercy, because I did it ignorantly in unbelief.
1Tim	1	14			superabundavit autem gratia Domini nostri cum fide et dilectione quae est in Christo Iesu	Superabundavit autem gratia Domini nostri cum fide, et dilectione, qu est in Christo Jesu.	υπερεπλεονασεν δε η χαρις του κυριου ημων μετα πιστεως και αγαπης της εν χριστω ιησου 	And the grace of our Lord was exceeding abundant with faith and love which is in Christ Jesus.
1Tim	1	15			fidelis sermo et omni acceptione dignus quia Christus Iesus venit in mundum peccatores salvos facere quorum primus ego sum	Fidelis sermo, et omni acceptione dignus: quod Christus Jesus venit in hunc mundum peccatores salvos facere, quorum primus ego sum.	πιστος ο λογος και πασης αποδοχης αξιος οτι χριστος ιησους ηλθεν εις τον κοσμον αμαρτωλους σωσαι ων πρωτος ειμι εγω 	This is a faithful saying, and worthy of all acceptation, that Christ Jesus came into the world to save sinners; of whom I am chief.
1Tim	1	16			sed ideo misericordiam consecutus sum ut in me primo ostenderet Christus Iesus omnem patientiam ad deformationem eorum qui credituri sunt illi in vitam aeternam	Sed ideo misericordiam consecutus sum: ut in me primo ostenderet Christus Jesus omnem patientiam ad informationem eorum, qui credituri sunt illi, in vitam ternam.	αλλα δια τουτο ηλεηθην ινα εν εμοι πρωτω ενδειξηται ιησους χριστος την πασαν μακροθυμιαν προς υποτυπωσιν των μελλοντων πιστευειν επ αυτω εις ζωην αιωνιον 	Howbeit for this cause I obtained mercy, that in me first Jesus Christ might shew forth all longsuffering, for a pattern to them which should hereafter believe on him to life everlasting.
1Tim	1	17			regi autem saeculorum inmortali invisibili soli Deo honor et gloria in saecula saeculorum amen	Regi autem sculorum immortali, invisibili, soli Deo honor et gloria in scula sculorum. Amen.	τω δε βασιλει των αιωνων αφθαρτω αορατω μονω σοφω θεω τιμη και δοξα εις τους αιωνας των αιωνων αμην 	Now unto the King eternal, immortal, invisible, the only wise God, be honour and glory for ever and ever. Amen.
1Tim	1	18			hoc praeceptum commendo tibi fili Timothee secundum praecedentes in te prophetias ut milites in illis bonam militiam	Hoc prceptum commendo tibi, fili Timothee, secundum prcedentes in te prophetias, ut milites in illis bonam militiam,	ταυτην την παραγγελιαν παρατιθεμαι σοι τεκνον τιμοθεε κατα τας προαγουσας επι σε προφητειας ινα στρατευη εν αυταις την καλην στρατειαν 	This charge I commit unto thee, son Timothy, according to the prophecies which went before on thee, that thou by them mightest war a good warfare;
1Tim	1	19			habens fidem et bonam conscientiam quam quidam repellentes circa fidem naufragaverunt	habens fidem, et bonam conscientiam, quam quidam repellentes, circa fidem naufragaverunt:	εχων πιστιν και αγαθην συνειδησιν ην τινες απωσαμενοι περι την πιστιν εναυαγησαν 	Holding faith, and a good conscience; which some having put away concerning faith have made shipwreck:
1Tim	1	20			ex quibus est Hymeneus et Alexander quos tradidi Satanae ut discant non blasphemare	ex quibus est Hymenus, et Alexander: quos tradidi Satan, ut discant non blasphemare.	ων εστιν υμεναιος και αλεξανδρος ους παρεδωκα τω σατανα ινα παιδευθωσιν μη βλασφημειν   	Of whom is Hymenaeus and Alexander; whom I have delivered unto Satan, that they may learn not to blaspheme.
