book	chapter	verse	wlc	lxx	vulg	clem	tr	kjv
1Chr	1	1	אָדָם שֵׁת אֱנוֹשׁ ׃	ΑΔΑΜ, Σήθ, Ἐνώς,	Adam Seth Enos	Adam, Seth, Enos,		Adam, Sheth, Enosh,
1Chr	1	2	קֵינָן מַהֲלַלְאֵל יָרֶד ׃	Καινάν, Μαλελεήλ, Ἰάρεδ,	Cainan Malelehel Iared	Cainan, Malaleel, Jared,		Kenan, Mahalaleel, Jered,
1Chr	1	3	חֲנוֹךְ מְתוּשֶׁלַח לָמֶךְ ׃	Ἑνώχ, Μαθθουσάλα, Λάμεχ.	Enoch Matusale Lamech	Henoch, Mathusale, Lamech,		Henoch, Methuselah, Lamech,
1Chr	1	4	נֹחַ שֵׁם חָם וָיָפֶת ׃ ס	Νῶε. υἱοὶ Νῶε· Σήμ, Χάμ, Ἰάφεθ.	Noe Sem Ham et Iafeth	No, Sem, Cham, et Japtheth.		Noah, Shem, Ham, and Japheth.
1Chr	1	5	בְּנֵי יֶפֶת גֹּמֶר וּמָגוֹג וּמָדַי וְיָוָן וְתֻבָל וּמֶשֶׁךְ וְתִירָס ׃ ס	Υἱοὶ Ἰάφεθ· Γάμερ, Μαγώγ, Μαδάιμ, Ἰωυάν, Ἐλεισά, Θοβέλ, Μόσοχ καὶ Θειρας.	filii Iafeth Gomer Magog Madai et Iavan Thubal Mosoch Thiras	Filii Japheth: Gomer, et Magog, et Madai, et Javan, Thubal, Mosoch, Thiras.		The sons of Japheth; Gomer, and Magog, and Madai, and Javan, and Tubal, and Meshech, and Tiras.
1Chr	1	6	וּבְנֵי גֹּמֶר אַשְׁכֲּנַז וְדִיפַת וְתוֹגַרְמָה ׃	καὶ υἱοὶ Γάμερ· Ἀσχανὰζ καὶ Ἐρειφὰθ καὶ οργαμά.	porro filii Gomer Aschenez et Rifath et Thogorma	Porro filii Gomer: Ascenez, et Riphath, et Thogorma.		And the sons of Gomer; Ashchenaz, and Riphath, and Togarmah.
1Chr	1	7	וּבְנֵי יָוָן אֱלִישָׁה וְתַרְשִׁישָׁה כִּתִּים וְרוֹדָנִים ׃ ס	καὶ υἱοὶ Ἰωυάν· Ἐλεισὰ καὶ Φαρσείς, Κίτιοι καὶ Ῥόδιοι.	filii autem Iavan Elisa et Tharsis Cetthim et Dodanim	Filii autem Javan: Elisa et Tharsis, Cethim et Dodanim.		And the sons of Javan; Elishah, and Tarshish, Kittim, and Dodanim.
1Chr	1	8	בְּנֵי חָם כּוּשׁ וּמִצְרַיִם פּוּט וּכְנָעַן ׃	Καὶ υἱοὶ Χάμ· Χοὺς καὶ Μεστράιμ, Φοὺδ καὶ Χαναὰν.	filii Ham Chus et Mesraim Phut et Chanaan	Filii Cham: Chus, et Mesraim, et Phut, et Chanaan.		The sons of Ham; Cush, and Mizraim, Put, and Canaan.
1Chr	1	9	וּבְנֵי כוּשׁ סְבָא וַחֲוִילָה וְסַבְתָּא וְרַעְמָא וְסַבְתְּכָא וּבְנֵי רַעְמָא שְׁבָא וּדְדָן ׃ ס	καὶ υἱοὶ Χούς· Σαβὰτ καὶ Εὑειλὰτ καὶ Σαβατὰ καὶ Ῥεγμὰ καὶ Σεβεκαθά. καὶ υἱοὶ Ῥεγμά· Σαβὰν καὶ Ἰουδαδάν.	filii autem Chus Saba et Evila Sabatha et Rechma et Sabathaca porro filii Rechma Saba et Dadan	Filii autem Chus: Saba, et Hevila, Sabatha, et Regma, et Sabathacha. Porro filii Regma: Saba, et Dadan.		And the sons of Cush; Seba, and Havilah, and Sabta, and Raamah, and Sabtecha. And the sons of Raamah; Sheba, and Dedan.
1Chr	1	10	וְכוּשׁ יָלַד אֶת־נִמְרוֹד הוּא הֵחֵל לִהְיוֹת גִּבּוֹר בָּאָרֶץ ׃ ס	καὶ Χοὺς ἐγέννησεν τὸν Νεβρώδ0· οὗτος ἤρξατο εἶναι γίγας κυνηγὸς ἐπὶ τῆς γῆς.	Chus autem genuit Nemrod iste coepit esse potens in terra	Chus autem genuit Nemrod: iste cpit esse potens in terra.		And Cush begat Nimrod: he began to be mighty upon the earth.
1Chr	1	11	וּמִצְרַיִם יָלַד אֶת־לוּדִיִּים וְאֶת־עֲנָמִים וְאֶת־לְהָבִים וְאֶת־נַפְתֻּחִים ׃		Mesraim vero genuit Ludim et Anamim et Laabim et Nepthuim	Mesraim vero genuit Ludim, et Anamim, et Laabim, et Nephtuim,		And Mizraim begat Ludim, and Anamim, and Lehabim, and Naphtuhim,
