book	chapter	verse	wlc	lxx	vulg	clem	tr	kjv
1John	1	1			quod fuit ab initio quod audivimus quod vidimus oculis nostris quod perspeximus et manus nostrae temptaverunt de verbo vitae	Quod fuit ab initio, quod audivimus, quod vidimus oculis nostris, quod perspeximus, et manus nostr contrectaverunt de verbo vit:	ο ην απ αρχης ο ακηκοαμεν ο εωρακαμεν τοις οφθαλμοις ημων ο εθεασαμεθα και αι χειρες ημων εψηλαφησαν περι του λογου της ζωης 	That which was from the beginning, which we have heard, which we have seen with our eyes, which we have looked upon, and our hands have handled, of the Word of life;
1John	1	2			et vita manifestata est et vidimus et testamur et adnuntiamus vobis vitam aeternam quae erat apud Patrem et apparuit nobis	et vita manifestata est, et vidimus, et testamur, et annuntiamus vobis vitam ternam, qu erat apud Patrem, et apparuit nobis:	και η ζωη εφανερωθη και εωρακαμεν και μαρτυρουμεν και απαγγελλομεν υμιν την ζωην την αιωνιον ητις ην προς τον πατερα και εφανερωθη ημιν 	(For the life was manifested, and we have seen it, and bear witness, and shew unto you that eternal life, which was with the Father, and was manifested unto us;)
1John	1	3			quod vidimus et audivimus adnuntiamus et vobis ut et vos societatem habeatis nobiscum et societas nostra sit cum Patre et cum Filio eius Iesu Christo	quod vidimus et audivimus, annuntiamus vobis, ut et vos societatem habeatis nobiscum, et societas nostra sit cum Patre, et cum Filio ejus Jesu Christo.	ο εωρακαμεν και ακηκοαμεν απαγγελλομεν υμιν ινα και υμεις κοινωνιαν εχητε μεθ ημων και η κοινωνια δε η ημετερα μετα του πατρος και μετα του υιου αυτου ιησου χριστου 	That which we have seen and heard declare we unto you, that ye also may have fellowship with us: and truly our fellowship is with the Father, and with his Son Jesus Christ.
1John	1	4			et haec scribimus vobis ut gaudium nostrum sit plenum	Et hc scribimus vobis ut gaudeatis, et gaudium vestrum sit plenum.	και ταυτα γραφομεν υμιν ινα η χαρα ημων  υμων  η πεπληρωμενη 	And these things write we unto you, that your joy may be full.
1John	1	5			et haec est adnuntiatio quam audivimus ab eo et adnuntiamus vobis quoniam Deus lux est et tenebrae in eo non sunt ullae	Et hc est annuntiatio, quam audivimus ab eo, et annuntiamus vobis: quoniam Deus lux est, et tenebr in eo non sunt ull.	και αυτη εστιν η επαγγελια  αγγελια  ην ακηκοαμεν απ αυτου και αναγγελλομεν υμιν οτι ο θεος φως εστιν και σκοτια εν αυτω ουκ εστιν ουδεμια 	This then is the message which we have heard of him, and declare unto you, that God is light, and in him is no darkness at all.
1John	1	6			si dixerimus quoniam societatem habemus cum eo et in tenebris ambulamus mentimur et non facimus veritatem	Si dixerimus quoniam societatem habemus cum eo, et in tenebris ambulamus, mentimur, et veritatem non facimus.	εαν ειπωμεν οτι κοινωνιαν εχομεν μετ αυτου και εν τω σκοτει περιπατωμεν ψευδομεθα και ου ποιουμεν την αληθειαν 	If we say that we have fellowship with him, and walk in darkness, we lie, and do not the truth:
1John	1	7			si autem in luce ambulemus sicut et ipse est in luce societatem habemus ad invicem et sanguis Iesu Filii eius mundat nos ab omni peccato	Si autem in luce ambulamus sicut et ipse est in luce, societatem habemus ad invicem, et sanguis Jesu Christi, Filii ejus, emundat nos ab omni peccato.	εαν δε εν τω φωτι περιπατωμεν ως αυτος εστιν εν τω φωτι κοινωνιαν εχομεν μετ αλληλων και το αιμα ιησου χριστου του υιου αυτου καθαριζει ημας απο πασης αμαρτιας 	But if we walk in the light, as he is in the light, we have fellowship one with another, and the blood of Jesus Christ his Son cleanseth us from all sin.
1John	1	8			si dixerimus quoniam peccatum non habemus ipsi nos seducimus et veritas in nobis non est	Si dixerimus quoniam peccatum non habemus, ipsi nos seducimus, et veritas in nobis non est.	εαν ειπωμεν οτι αμαρτιαν ουκ εχομεν εαυτους πλανωμεν και η αληθεια ουκ εστιν εν ημιν 	If we say that we have no sin, we deceive ourselves, and the truth is not in us.
1John	1	9			si confiteamur peccata nostra fidelis est et iustus ut remittat nobis peccata et emundet nos ab omni iniquitate	Si confiteamur peccata nostra: fidelis est, et justus, ut remittat nobis peccata nostra, et emundet nos ab omni iniquitate.	εαν ομολογωμεν τας αμαρτιας ημων πιστος εστιν και δικαιος ινα αφη ημιν τας αμαρτιας και καθαριση ημας απο πασης αδικιας 	If we confess our sins, he is faithful and just to forgive us our sins, and to cleanse us from all unrighteousness.
1John	1	10			si dixerimus quoniam non peccavimus mendacem facimus eum et verbum eius non est in nobis	Si dixerimus quoniam non peccavimus, mendacem facimus eum, et verbum ejus non est in nobis.	εαν ειπωμεν οτι ουχ ημαρτηκαμεν ψευστην ποιουμεν αυτον και ο λογος αυτου ουκ εστιν εν ημιν   	If we say that we have not sinned, we make him a liar, and his word is not in us.
